1	0.04499472305178642
2	0.03453841681281725
3	0.044727486868699394
4	0.04073942576845487
5	0.03423310567935308
6	0.03957926481962204
7	0.06304672608772914
8	0.058866106594602265
9	0.03231011579434077
10	0.05238131185372671
11	0.045445131758848824
12	0.04698300858338674
13	0.04570292060573896
14	0.04004530981183052
15	0.036641448736190796
16	0.04464023311932882
17	0.04511183748642603
18	0.04583932086825371
19	0.07319387421011925
20	0.047657412787278496
21	0.04628494009375572
22	0.04041030133763949
23	0.04291800533731779
24	0.06572270020842552
25	0.03387547036012014
26	0.03547986845175425
27	0.030008722096681595
28	0.04878814394275347
29	0.04026880984505018
30	0.03942226121822993
31	0.03959893931945165
32	0.03197274481256803
33	0.03419102728366852
34	0.031234174966812134
35	0.03223642768959204
36	0.04124378661314646
37	0.07405026505390803
38	0.04427647093931834
39	0.042482489719986916
40	0.044000626852115
41	0.04965230201681455
42	0.045483361929655075
43	0.042789136370023094
44	0.03437831625342369
45	0.042620606099565826
46	0.034127342204252877
47	0.03939798598488172
48	0.04068743313352267
49	0.03521579752365748
50	0.031203515206774075
